Dimitra Studios;http://www.hostelworld.com/hosteldetails.php/Dimitra-Studios/Corfu/40749;["Benitses", "Corfu", "Corfu", "Greece"];97;5;17th Oct 2013;Our lovely studios and apartments are spacious, shiny and airy, ideal for family vacations, family reunions, couples and singles. Discover the touches that make Dimitra Studios the premier choice for affordable and budget accommodation in Corfu. Our spacious studios and apartments offer privacy and peacefulness for your better retreat. Relax, and rejuvenate in our comfortable accommodations either for business or for pleasure purpose. At Dimitra Studios, we guarantee that during your stay you will escape from the stress of the world. All studios and apartments feature TV, a/c, fully equipped kitchen, fridge and large verandas with compelling views to Ionian sea. Please note that the swimming pool operates from May To September! Please contact us regarding your arrival time.;;["Air Conditioning", "Breakfast Not Included", "Cable TV", "Free Internet Access", "Free Parking", "Free WiFi", "Fridge/Freezer", "Internet Access", "Linen Included", "Parking", "Swimming Pool", "Tea/Coffee Making Facilities", "Towels Included", "Child Friendly", "Credit Cards Accepted", "Taxes Included"]
Camping Village Dionysus;http://www.hostelworld.com/hosteldetails.php/Camping-Village-Dionysus/Corfu/706;["Dassia", "Corfu", "Greece"];82;29;14th Aug 2013;Camping Dionysus is situated just a short drive from Corfu town and the local airports and ferry port. Due to its central location it makes an ideal base for visiting the rest of the island, with the resorts of Dassia, Gouvia and Ipsos nearby. The campsite itself is situated in a 400 year old olive grove with a sandy beach just 300m away. The site offers full facilities including a very attractive bar and restaurant, swimming pool, shower complex (shared between camping and hut accommodation), supermarket, 24 hour reception, postal service, telephone, wi-fi free, safety deposit boxes, money exchange etc. Accommodation is in basic Caribbean-style 'huts' containing basic sleeping facilities (2 or 4 berth) in camping grounds set amongst the olive groves. Tent rental is also available. Entertainments include volleyball, 1/2 basketball court, badminton, pool table, as well as organised excursions, boat trips, Greek nights and vehicle hire. We can all also arrange scuba diving, horse riding, golf and small boat rental. Conditions: Check-in times are from 7.30 morning till 12.30 midnight and check-out time  1.00 o'clock midday. No credit cards accepted.;;["24 Hour Reception", "Bar", "BBQ", "Breakfast Not Included", "Café", "Card Phones", "Currency Exchange", "Fax Service", "Free Parking", "Free WiFi", "Hot Showers", "Internet Access", "Kitchen", "Linen Included", "Mini-Supermarket", "Outdoor Swimming Pool", "Outdoor Terrace", "Parking", "Pool Table", "Restaurant", "Swimming Pool"]
Corfu Hostel;http://www.hostelworld.com/hosteldetails.php/Corfu-Hostel/Corfu/45033;["Agios Ionais (near Aqualand)", "Corfu", "Greece"];83;13;19th Aug 2013;We would like to welcome you to our warm family place where you can enjoy a peaceful stay away from the twon hassle, try Greek cuisine and home made wine, enjoy the coundry site and serenity, located outside Agios Ioanis village, is a laid back, cozy hostel ideal for everyone, from the solo traveler to families. We offer free pick up from the port or airport to all of our guests. We are only a 12 minute drive from Corfu town, port or airport and approximately a 50 minute walk from the Ermones beach. A great place to relax, by the bar, swimming pool, we are a 30 minute walk from Aqualand water park. Rooms are equipped with private bathroom/showers, have a veranda, a fridge and air conditioning. The apartment rooms have cooking facilities, fridge, cooking utensils, a shower, a bath as well as a private toilet. We are located outside the Agios Ioannis village, in a beautiful valley, is the perfect rural retreat with mountain ranges, fragrant pine forests and amazing views. It is the ideal place to relax get away from all the noise and hassles of everyday life. This is also an excellent cycling and walking country, although we recommend you rent a scooter or a car if you wish to explore the island, as we are in a rural area. The nearest bus stop is approximately 10 minutes walk away. WE drive you to the bus stop and also pick you up for free. Within a 5 minute walk there are 3 beautiful Greek Tavernas with authentic Greek cuisine and low prices. We also have a snack bar restaurant on site where we cook home cooked corfiot food, fresh fish and fresh salads. Our place is simple, clean and has accommodations with private rooms, dorms or self-catering studios. We have rooms & Studios for 1, 2, 3, 4 & 5 persons with private bathroom and shower, with beautiful large balconies. All are air conditioned. You can relax by our beautiful pool, or have a drink at the bar. We speak a variety of languages including, English, French, Italian, Spanish and some German. Many travelers come to Corfu each year to enjoy the picturesque countryside, explore the small villages, olive groves and lovely beaches and bays nearby. This is a quiet peaceful holiday offering an ideal base for both families/ individuals to explore the island by car, by bike or a scooter or by foot. Scooter costs from 12 to 15 euros per day, 2 persons can ride on it. We organise island tours, town tours, scuba diving, car or scooter rental. We offer FREE WIFI, Free maps of Corfu and Free pick up when you arrive, please let us know your arrival details.  We have long Happy Hours;;["24 Hour Reception", "Adaptors", "Air Conditioning", "Airport Transfers", "Bar", "BBQ", "Bicycle Hire", "Bicycle Parking", "Board games", "Book Exchange", "Breakfast Not Included", "Cable TV", "Cafe", "Card Phones", "Common Room", "Free Airport Transfer", "Free City Maps", "Free Internet Access", "Free Parking", "Free WiFi", "Hairdryers For Hire", "Hot Showers", "Internet Access", "Kitchen", "Laundry Facilities", "Linen Included", "Luggage Storage", "Meals available", "Mini-Supermarket", "Outdoor Swimming Pool", "Outdoor Terrace", "Parking", "Pool Table", "Postal Service", "Reading Light", "Restaurant", "Shuttle Bus", "Swimming Pool", "Tours/Travel Desk", "Towels for hire", "Towels Included", "Washing machine", "Wheelchair Accessible"]
Angela Hotel & Apartments;http://www.hostelworld.com/hosteldetails.php/Angela-Hotel-and-Apartments/Corfu/65602;["Tzavros", "Gouvia", "Corfu", "Greece"];90;7;13th Sep 2013;Angela Hotel offer a warm welcome to all its guests, family run their aim is to make your holiday one to remember. The hotel has 2 separeate building, the main hotel with Twin and Family Rooms and a 2nd building in the grounds of the hotel. All the rooms are bright and spacious twin or family rooms all have single beds, TV, mini fridge, air conditioning, en suite bathroom, safety deposit box, private balcony and price includes a buffet breakast. The family rooms do have 2 separate bedrooms.  If you prefer Self Catering then we offer a choice of Studios for 2 or Apartments for 4, all very spacious with TV, air conditioning, fully equipped kitchenette including eating area, fridge and kettle, ensuite bathroom and private balcony. All studios have safety deposit box. (Breakfast is not included in the price). The hotel hosts a beautiful swimming pool at the rear of the hotel with Free sunbeds and umbrellas, spacious terrace area, pool bar, snack bar and a restaurant serving Greek and International cuisine to suite all tastes. Please note: Cancellation policy: 3 days We accept cash and Credit Card payments upon arrival. Check in: 14:00-00:00. Not a 24 hour reception, but open till midnight. Late/early check in can be arranged.  Check out: 12:00 Breakfast is included in Twin and Family rooms only. Taxes are included.;Please note:  Cancellation policy: 3 days We accept cash and Credit Card payments upon arrival.  Check in: 14:00-00:00. Not a 24 hour reception, but open till midnight. Late/early check in can be arranged.  Check out: 12:00  Breakfast is included in Twin and Family rooms only. Taxes are included.;["Air Conditioning", "Child Friendly", "Credit Cards Accepted", "Taxes Included"]
Ipsos Studios and Apartments;http://www.hostelworld.com/hosteldetails.php/Ipsos-Studios-and-Apartments/Corfu/29803;["Ipsos", "Corfu", "Greece"];89;6;;Studio for 2 persons with kitchen, 1 bedroom and bathroom. Extra bed available at extra charge. Apartment for 4 persons with 2 bedrooms, kitchen and bathroom. Extra bed available at extra charge. Located in the center of Ipsos orfu these studios and apartments are within walking distance to the beach, nightlife, shops and supermarkets and the medical centre which is free for all EU citizens;;["Breakfast Not Included", "Cooker", "Fridge/Freezer", "Kitchen", "Linen Included", "Outdoor Terrace", "Tea/Coffee Making Facilities", "Towels Included", "Utensils", "Child Friendly", "Credit Cards Not Accepted", "Taxes Included"]
The Comfy Hostel/Studios;http://www.hostelworld.com/hosteldetails.php/The-Comfy-Hostel-Studios/Corfu/43184;["Ipsos", "Corfu", "Greece"];66;20;14th Jul 2013;The Comfy Hostel/Studios is the only Arty Hostel in Corfu with different colour themes. Free WI-FI As our Hostel is family-run, we try to offer as homely and relaxed atmosphere as possible for everyone. Our rooms consist of (2) beds, private, bathroom, toilet, 1 small kitchen area, kettle, with fridge and (fan on request). All our rooms have a balcony and there is a communal area in the Hostel garden where Breakfast can be served on request and where our Comfy Hostel nights take place. There is a swimming pool/bar just next door to us which is open to the public daily, from June 1st to the end of September, but if you prefer the sea, the Ipsos beach is a 500m walking distance from Comfy Hostel! For any of you who wish to experience the night life of Ipsos, there are plenty of bars and nightclubs, in the area - plus a medical-clinic. There is a wide variety of Restaurants, internet-cafes and Tavernas situated on the Ipsos beach front, some offering lovely traditional Greek food and others various International cuisine. ry a nature walk through typical Corfu villages or a hike to Pantokrator which are all within easy reach of our hostel 20min walk to the crystal clear waters of Barbati or a boat trip to Kassiopi with a view of Albania en route is another option. Prior to your arrival, we can send you a detailed bus timetable but we also try to offer car transfers, always depending though on our free time. (Please inquire through email, Sms text before you arrive or to our reception staff at the Hostel). Collection to the hostel is 20 euro from the airport or the port. As we are Locals of the area and of the island, we can recommend activities and places to visit during your stay. For some of you that prefer a more Urban and tranquil stay on the island of Corfu, we can recommend places based in a more organic and natural setting, like Bio-restaurants, retreat centre activities, secluded beaches etc. Please don't hesitate to call or email us for more information or help We hope you enjoy your stay with us;;["Airport Transfers", "BBQ", "Bicycle Hire", "Bicycle Parking", "Book Exchange", "Ceiling Fan", "Free Internet Access", "Cash Only", "Credit Cards Accepted"]
Villa Spiros;http://www.hostelworld.com/hosteldetails.php/Villa-Spiros/Corfu/62652;["Paleokastritsa", "Corfu", "Greece", "Corfu", "Greece"];0;1;;The 'Villa Spiros' property is beautiful located very close to the center of Paleokastritsa, only one minute walking distance to all the amenities of the area and at the same time combines the tranquility of the area with the friendly atmosphere.;Please note:  Cancellation Policy: 2 days before arrival  Please contact before arrival Check Out: 10.00 am  Method of Payment upon arrival: Only Cash!  Breakfast is not included - only self-catering. Taxes are included.;["Air Conditioning", "BBQ", "Bicycle Parking", "Breakfast Not Included", "Free Parking", "Fridge/Freezer", "Kitchen", "Linen Included", "Outdoor Terrace", "Parking", "Tea/Coffee Making Facilities", "Towels Included", "Child Friendly", "Credit Cards Not Accepted", "Taxes Included"]
Faliraki Apartments Corfu;http://www.hostelworld.com/hosteldetails.php/Faliraki-Apartments-Corfu/Corfu/75772;["Gialos Gastouriou", "Corfu", "Greece"];0;0;;Faliraki apartments have a capacity of 2 to 4 people hey have one bedroom and a living room. They include shower bathrooms, air conditioning (available 24 hours), fridge, electric kettle, toaster, electric stove, television, balcony and free wifi internet access. We offer both sea view and mountain view. In Faliraki apartments a private parking area is provided, ensuring a sense of safety during your holiday as well as daily cleaning services. At the private beach that belongs to our complex operates a snack bar -restaurant, while the visitor can hire pedalos and canoes and enjoy the sun lying on sunbeds. There is also free wifi Internet access on the beach. We also offer car and motorbike hire services at affordable prices. Please note: Cancellation policy: 3 days advance notice Late cancellation or noshow – one night charge Payment upon arrival by cash Check in 24h Check out before 12 o'clock noon Breakfast not included  Taxes included;With us you can check in all hours (we need to know your arrival time for late night arrivals) and check out from 11.00 in the morning to 12 at noon. Pets are not allowed in the property. Credit / Debit cards are not accepted.    Please note: Cancellation policy: 3 days advance notice Late cancellation or noshow – one night charge Payment upon arrival by cash Check in 24h Check out before 12 o'clock noon Breakfast not included  Taxes included;["Air Conditioning", "Bar", "Bicycle Hire", "Bicycle Parking", "Book Exchange", "Breakfast Not Included", "Currency Exchange", "Fax Service", "Free Internet Access", "Free Parking", "Free WiFi", "Fridge/Freezer", "Linen Included", "Luggage Storage", "Parking", "Restaurant", "Tea/Coffee Making Facilities", "Towels Included", "Cash Only", "Credit Cards Not Accepted", "Taxes Included"]
Olive Grove Studios;http://www.hostelworld.com/hosteldetails.php/Olive-Grove-Studios/Corfu/68453;["Moraitika Village", "Moraitika", "Corfu", "Greece"];0;0;;Olive Grove Studios offers self catering studios for 2 or 3 persons and are all equipped with a fully equipped kitchenette, twin beds, en-suite bathroom with shower, air conditioning and private balcony. Olive Grove also has a beautiful garden area with BBQ table and bench for you to enjoy the surrounding scenery. All studios are modern, spacious and very well kept, excellent value for money.  Owners pride themselves on customer service, their aim is to make your stay unforgettable.  The family Taverna Tassos Grill is only 5 minutes walk from the studios and offer a very warm welcome to all its guests with a choice of Greek and international cuisine. Please note: Cancellation policy: 72h advance notice Late cancellation or noshow – one night charge Payment upon arrival by cash only Check in from 14.00 Check out before 12.00 Breakfast not included Taxes included;These studios are not suitable for anyone with walking difficulties as located up in the main village on the hillside. There is no reception so please notify us by email of any late arrivals, any arrival time is accepted as long as we are aware beforehand.   Please note: Cancellation policy: 72h advance notice Late cancellation or noshow – one night charge Payment upon arrival by cash only Check in from 14.00 Check out before 12.00 Breakfast not included Taxes included;["Air Conditioning", "BBQ", "Breakfast Not Included", "Cable TV", "Free Parking", "Kitchen", "Luggage Storage", "Outdoor Terrace", "Tea/Coffee Making Facilities", "Towels Included", "Child Friendly", "Credit Cards Not Accepted", "Taxes Included"]
Villa Martha;http://www.hostelworld.com/hosteldetails.php/Villa-Martha/Corfu/69842;["Benitses Village", "Benitses", "Corfu", "Greece"];0;0;;Dimitris and Martha are the owners of Villa Martha and offer a warm welcome to all guests, their aim being to make sure your stay is one to remember. Villa Martha is 2 separate building one located in the village area and the other in a quiet area of Benitses, only 10 minutes walk from Benitses centre. This is the perfect accommodation for a budget holiday but of an excellent standard. Room types available are twin studios, triple studios or a 2 bedroom apartment, all including en-suite bathroom with shower, fully equipped kitchen or kitchenette, private balcony, air conditioning and TV. Benitses is an excellent base for those wishing to sight-see around Corfu and take in the breathtaking sights and scenery our beautiful Island has to offer. Car Hire and excursions are available within the resort, a trip to Paxos and Anti Paxos is a must whilst visiting Corfu, a trip to Corfu town is also a must and easily to get to using the regular local bus service. Please note: Cancellation policy: 72h advance notice Late cancellation or no-show – one night charge Payment upon arrival by cash only Check in from 14.00 Check out before 12.00 Breakfast not included Taxes included Welcome pack in each room upon arrival;If you book more than one room you will be accommodated in the same building.  Late check-in is available if you email us to let us know your time of arrival and travel details.   Please note: Villa Martha does not have sea views  Please note: Cancellation policy: 72h advance notice Late cancellation or no-show – one night charge Payment upon arrival by cash only Check in from 14.00 Check out before 12.00 Breakfast not included Taxes included Welcome pack in each room upon arrival;["Air Conditioning", "Breakfast Not Included", "Cable TV", "Cooker", "Cots available", "Free Parking", "Fridge/Freezer", "Kitchen", "Linen Included", "Outdoor Terrace", "Tea/Coffee Making Facilities", "Towels Included", "Utensils", "Child Friendly", "Credit Cards Not Accepted", "Taxes Included"]
Aloha Hotel Corfu;http://www.hostelworld.com/hosteldetails.php/Aloha-Hotel-Corfu/Corfu/35317;["Agios Gordios - Corfu", "Corfu", "Greece"];0;1;;Welcome to Aloha Hotel where you can have unique holidays and feel like your home away from your home! The hotel is built on a hillside, overlooking the sea, which is 250m away. All the rooms in Aloha overlook the sea, providing a unique scenery to all our guests!  In our web site you will be provided with all the necessary information & offers: Aloha has two-bed and three-bed rooms. All the rooms include bathroom, balcony overlooking the sea, air condition, telephone, safe, hair-dryer, satelite TV, and mini bar. The following table show the rooms services during your residence. Aloha hotel room services The rooms are being cleaned on a daily basis The sheets are changed every three days The towels are changed every two days Aloha hotel in order to satisfy the numerous of customers who visit it every summer, extended the hotel by building 20 more rooms. Facilities of our hotel, and the staff as well, is here to make your best holidays, enjoying the Greek food, Greek nights and all that elements of the Greek life style. Aloha has a family run restaurant covering 500m2 with a unique sea and sunset view. Over there you can indulge yourself on our bearkfast buffet (09:00am till 11:00am), lunch and dinner. Additionally there is bar on which you can enjoy our large variety of cocktails and tropical drinks. Once a week Aloha organises a B  Greek night, which includes a large 'all you can eat and drink' buffet made with greek foods and greek wine. Live music and traditional greek dancers entertain the guest throughout the event click. Aloha bar is available for you during the whole day. You can start your day with fresh squeezed orange juice, the rest of day you can enjoy a various of ice creams, moreover, your drinks in our bar with fantastic sea view, late at the night you also enjoy exotic cocktails and beers. Finally, traditional wines are available, for customers with special requests. Conditions: Check-in: From 9:00 AM Check-out: Prior to 8:00 AM Payment by cash upon arrival. Please inform us regarding the arrival time;;["24 Hour Reception", "Air Conditioning", "Bar", "Breakfast Included", "Café", "Elevator", "Free Internet Access", "Free Parking", "Free WiFi", "Hairdryers", "Internet Access", "Luggage Storage", "Minibar", "Outdoor Swimming Pool", "Outdoor Terrace", "Parking", "Restaurant", "Safe Deposit Box", "Swimming Pool", "Tours/Travel Desk", "Wheelchair Accessible"]
Silver Nests Apartments;http://www.hostelworld.com/hosteldetails.php/Silver-Nests-Apartments/Corfu/76098;["Acharavi", "Corfu", "Greece"];90;2;5th Aug 2013;Just 200metres from the beach, the family-run Silver Nests Apartments is located in the town of Acharavi. The apartments and studios enjoy a kitchenette with cooking hobs and open out to a balcony. Quiet place with all necessary utilities. The apartments provide: Balcony, Fan, Kitchenette with all utilities, single beds, cleaning service included ifi Please note: Cancellation policy: 10 days advance notice Late cancellation or noshow – one night charge Cash or credit cards are accepted for payment of balance Check in: 13:00 until 24:00 Check out: 11:00 In case of late arrivals please inform us so we can accommodate your needs Breakfast not included Taxes not included Pets allowed prior arrangement Cleaning the room and change of towels every 4 days Change of bed linen once a week;One child under 2 years is charged EUR 5 per person per night in a child's cot/crib. One child from 3 to 18 years is charged EUR 5 per person per night in an extra bed. One older child or adult is charged EUR 10 per person per night in an extra bed. Free! One child from 3 to 10 years stays free of charge when using existing beds. The maximum number of extra beds/children's cots permitted in a room is 1. Supplements are not calculated automatically    Please note: Cancellation policy: 72h advance notice Late cancellation or noshow – one night charge Cash or credit cards are accepted for payment of balance  Check in: 13:00 until 24:00 Check out: 11:00 In case of late arrivals please inform us so we can accommodate your needs  Breakfast not included Taxes not included  Pets allowed prior arrangement Cleaning the room and change of towels every 4 days Change of bed linen once a week;["Airport Transfers", "Breakfast Not Included", "Café", "Cots available", "Free WiFi", "Hairdryers", "Internet Access", "Key Card Access", "Kitchen", "Linen Included", "Luggage Storage", "Parking", "Tea/Coffee Making Facilities", "Towels Included", "Cash Only", "Child Friendly", "Credit Cards Accepted", "Taxes Included"]
Rantos Apartments;http://www.hostelworld.com/hosteldetails.php/Rantos-Apartments/Corfu/49912;["Kavos", "Corfu", "Greece"];0;4;;Situated in a quiet area of lively Kavos in Corfu, just 100 metres from the resort centre and 200 metres from the beach, Rantos Apartments offer well-furnished, centrally located accommodation. Our apartments have air-conditioning, and are fully equipped with kitchenette facilities and other modern amenities, suitable self-catering holidays. They each have their own spacious balcony with a perfect view out onto the garden. Wi-Fi access is included at no extra charge. Kavos was originally an old fishing village and has one of Corfus most exciting beach. The town is one of the most popular tourist resorts in Corfu with bars, shops and restaurants, so there's always plenty to do while your here. At the nearby beach guests can also access the complexs swimming pool and beach bar. There are also many swimming pools which are open to the public for free. Boat trips to Blue Lagoon, Parga and the beautiful islands of Paxos and Antipaxos are very popular in Kavos. Conditions: Check in time: 2:00 pm Check out: 12:00 pm Cash or credit cards are accepted for payment of balance.;;["Air Conditioning", "BBQ", "Bicycle Parking", "Cooker", "Currency Exchange", "Fax Service", "Free Internet Access", "Free Parking", "Free WiFi", "Fridge/Freezer", "Hairdryers", "Iron/Ironing Board", "Kitchen", "Linen Included", "Luggage Storage", "Swimming Pool", "Tea/Coffee Making Facilities", "Towels Included", "Utensils", "Credit Cards Accepted", "Taxes Included"]
City Marina Hotel;http://www.hostelworld.com/hosteldetails.php/City-Marina-Hotel/Corfu/53795;["15", "Donzelot Street", "Corfu", "Greece"];0;4;;Situated near the sea the City Marina is a charming 3 stars hotel from the historical centre of Corfu. The hotel was recently renovated (it opened again in July 2006). In the spacious rooms you will find heat insulated windows, wooden floors, marbled bathrooms (with bathtubs or showers), also autonomous air-conditioning, telephone, television, mini-fridge and free access to Internet. In order to proceed with your reservation we require valid credit card. The remaining amount of the reservation will be preauthorized and charged on arrival date of the booking by Travelmed Hotels Group. For non valid credit cards you will receive an e-mail notification. We require your reply and valid credit card details within 3 working days. If you do not provide valid credit card details within 3 working days your booking may be cancelled as a result. You have up to 3 days prior to arrival to cancel the reservation without charge. If the reservation is cancelled within 72 hours prior to arrival you will be charged 1 night stay. Same day cancellations, no shows or early check out will result in 1 night charge.  Check in: 13:00  Check out: 11:00;;["24 Hour Reception", "Air Conditioning", "Breakfast Included", "Cable TV", "Direct Dial Telephone", "Elevator", "Free WiFi", "Internet Access", "Child Friendly", "Credit Cards Accepted", "Taxes Included"]
Coryfo Studios & Apartments;http://www.hostelworld.com/hosteldetails.php/Coryfo-Studios-and-Apartments/Corfu/69004;["Moraitika Main Street", "Corfu", "Greece"];0;0;;Perfect budget accommodation for either enjoying a beach holiday or travelling around our beautiful Island of Corfu. Only 5 minutes from a beautiful sandy beach with sunbeds and umbrellas you can enjoy a swim in warm shallow waters, perfect if you have young children. Resort centre 2 minutes walk from Coryfo and offers a very wide range of restaurant, serving Greek and International cuisine, Tavernas, bars, ice-cream parlour, pizzeria's, supermarkets, souvenir shops and much much more. All our rooms have air conditioning included in price, ensuite bathroom, private balcony, single beds and kitchenette all with utensils.;We do accept late arrivals. If you require late check-in then please contact us by email to notify us of your time of arrival and we will therefore make sure someone is there to meet you and show your to your accommodation.  Please note: Cancellation policy: 72h advance notice Late cancellation or noshow – one night charge Payment upon arrival by cash only Check in from 14.00 Check out before 12.00 Breakfast not included Taxes included;["Air Conditioning", "Breakfast Not Included", "Cooker", "Free Parking", "Fridge/Freezer", "Kitchen", "Linen Included", "Tea/Coffee Making Facilities", "Towels Included", "Utensils", "Child Friendly", "Credit Cards Not Accepted", "Taxes Included"]
Villa Kapella;http://www.hostelworld.com/hosteldetails.php/Villa-Kapella/Corfu/72130;["Vatos", "Post. Code 101", "Corfu", "Greece"];0;0;;Villa Kapella features self-catered accommodation with balconies and nice view. Total max. capacity: 16-18 persons Studios for 2 persons include: -cooking rings, fridge and coffee machine  -new orthopedic mattresses  -private renovated bathroom with shower and hairdryer  -renovated kitchen  -iron upon request - double or 2 single beds - iron after request Apartments for 4 persons include: 1 double bedroom and 1 twin bedroom. A kitchenette with cooking rings, fridge and coffee machine. Each comes with a private bathroom with shower. An iron and hairdryer is provided after request. Diving activities, massages, sailing, guided excursions, trekking, golf playing, but also car, scooter, bike, boat rentals and other special arrangements can be done by our staff upon request. A children's playground is available for younger guests. Free Wi-Fi access is possible in the public areas as well as a free private parking area. Please note: Cancellation policy: 72h advance notice Late cancellation or noshow – one night charge Payment upon arrival by credit cards Visa and Mastercard (extra charge 3%) Check in from 14.00 Check out before 12.00 - Late check in (upon availability): Customers occupying the room till 18:00 are charged an extra 50% on room rate. After 18:00 a full room rate is paid. Breakfast not included - upon request, fresh bread is provided in the morning (EUR1-2 according to quantity) Taxes included;Iron & Ironing board and microwave available upon request Fresh bread service for you in the morning upon request  Baby cots: 2 Euros extra charge Iron and Ironing board - for free Laundry service: extra charge / depends on quantity and type of clothes All available upon request  Please note: Cancellation policy: 72h advance notice Late cancellation or noshow – one night charge Payment upon arrival by credit cards Visa and Mastercard (extra charge 3%)  Check in from 14.00 Check out before 12.00 - Late check in (upon availability): Customers occupying the room till 18:00 are charged an extra 50% on room rate. After 18:00 a full room rate is paid.  Breakfast not included - upon request, fresh bread is provided in the morning (EUR1-2 according to quantity) Taxes included;["BBQ", "Bicycle Hire", "Bicycle Parking", "Breakfast Not Included", "Ceiling Fan", "Cooker", "Cots available", "Currency Exchange", "Fax Service", "Free City Maps", "Free Internet Access", "Free Parking", "Free WiFi", "Fridge/Freezer", "Hairdryers", "Internet Access", "Iron/Ironing Board", "Kitchen", "Linen Included", "Luggage Storage", "Microwave", "Outdoor Terrace", "Parking", "Tea/Coffee Making Facilities", "Towels Included", "Utensils", "Cash Only", "Child Friendly", "Pet Friendly", "Taxes Included"]
Olive Grove Resort;http://www.hostelworld.com/hosteldetails.php/Olive-Grove-Resort/Corfu/79523;["47th km National Road Corfu- Lefkimmi", "Kavos", "Corfu", "Greece"];0;0;;Laying amidst lush olive trees, the Olive Grove Resort is the coolest oasis under the golden Greek sun. The Olive Grove Resort are 10 self-catered apartments, next to the beach and 5 min walking to the main street of restaurants/bars/clubs. A very friendly and relaxed ambience for magical holidays! Please note: Cancellation policy: 72h advance notice Late cancellation or noshow – one night charge Payment upon arrival by cash, credit and debit cards  Check in from 12.00 until 21.00 Check out before 11.00 Breakfast included Taxes included;Reception is closed from 22:00 to 10:00 Swimming pool is open from 11:00 to 19:00 No children unattended at the pool area Free parking Internet access Breakfast included is Mediterrenean breakfast Towels and linen included  Please note: Cancellation policy: 72h advance notice Late cancellation or noshow – one night charge Payment upon arrival by cash, credit and debit cards  Check in from 12.00 until 21.00 Check out before 11.00 Breakfast included Taxes included;["Air Conditioning", "Bar", "Breakfast Included", "Café", "Free Parking", "Hot Tub", "Internet Access", "Kitchen", "Linen Included", "Lounge", "Luggage Storage", "Outdoor Swimming Pool", "Outdoor Terrace", "Parking", "Restaurant", "Safe Deposit Box", "Swimming Pool", "Tea/Coffee Making Facilities", "Towels Included", "Cash Only", "Child Friendly", "Taxes Included"]
Rio Grande Rooms;http://www.hostelworld.com/hosteldetails.php/Rio-Grande-Rooms/Corfu/69920;["Benitses Village", "Benitses", "Corfu", "Greece"];91;2;13th Aug 2013;Rio Grande Rooms are family run so nothing is too much trouble and you are guaranteed to be well looked after.  This is the perfect accommodation for a budget holiday but of an excellent standard. On Room Only basis with an en-suite bathroom with shower, tea and coffee making facilities, fridge, private balcony, air conditioning and TV. A welcome pack is in all rooms upon arrival.  Centre of Benitses is only a short walk away, offering a wide choice of supermarkets, bars, pizzarias, restaurants, serving traditional Greek cuisine and international menus. While away the hours sitting on the seafront cafés and enjoy the unforgettable Corfu sunset. Car hire and bike hire offices are located throughout the resort for those wishing to be a bit more adventurous and explore the breathtaking sights and scenery of Corfu.;All our rooms have a welcome pack on arrival.  We do offer a late check - in option. Please let us know by email your approximate time of arrival and travel details and we will make sure someone is on site to meet you and take you to your room.  If you have an infant please advise as cot available on request.   Please note: Cancellation policy: 72h advance notice Late cancellation or noshow – one night charge Payment upon arrival by cash only Check in from 14.00 Check out before 12.00 Breakfast not included Taxes included;["Air Conditioning", "Breakfast Not Included", "Cable TV", "Cots available", "Free Parking", "Housekeeping", "Tea/Coffee Making Facilities", "Towels Included", "Child Friendly", "Credit Cards Not Accepted", "Taxes Included"]
Cavalieri Hotel -Corfu;http://www.hostelworld.com/hosteldetails.php/Cavalieri-Hotel-Corfu/Corfu/77134;["Capodistrisou Street 4", "Corfu", "Greece"];0;0;;Each with free Wi-Fi, guest rooms feature bright English Chintzes, traditional furniture and wall to wall carpets. They are all air conditioned, and feature a satellite LCD TV and a luxurious bathroom with bathtub and hairdryer. Cavalieri Hotel has a TV room and a formal drawing room. A cosy bar is situated at the far corner of the drawing room under an imposing Venetian mirror. Light meals, snacks, drinks and ice creams are served on the rooftop terrace. Room service is available through the 24-hour front desk. Free public parking is available at a location nearby and the hotel also has 2 free parking spaces. Please note: In order to proceed with your reservation we require valid credit card. The remaining amount of the reservation will be preauthorized and charged on arrival date of the booking by Travelmed Hotels Group. For non valid credit cards you will receive an e-mail notification. We require your reply and valid credit card details within 3 working days. If you do not provide valid credit card details within 3 working days your booking may be cancelled as a result. You have up to 2 days prior to arrival to cancel the reservation without charge. If the reservation is cancelled within 48 hours prior to arrival you will be charged 1 night stay. Same day cancellations, no shows or early check out will result in 1 night charge. Check in: 13:00  Check out: 11:00 Taxes are included. Breakfast is included. Credit Cards accepted.;Please note:  In order to proceed with your reservation we require valid credit card. The remaining amount of the reservation will be preauthorized and charged on arrival date of the booking by Travelmed Hotels Group. For non valid credit cards you will receive an e-mail notification. We require your reply and valid credit card details within 3 working days. If you do not provide valid credit card details within 3 working days your booking may be cancelled as a result.   You have up to 2 days prior to arrival to cancel the reservation without charge. If the reservation is cancelled within 48 hours prior to arrival you will be charged 1 night stay. Same day cancellations, no shows or early check out will result in 1 night charge.  Check in: 13:00  Check out: 11:00   Taxes are included. Breakfast is included.  Credit Cards accepted.;["24 Hour Reception", "24 Hour Security", "Air Conditioning", "Bar", "Breakfast Included", "Cable TV", "Currency Exchange", "Direct Dial Telephone", "Elevator", "Fax Service", "Free Parking", "Free WiFi", "Housekeeping", "Lounge", "Restaurant", "Safe Deposit Box", "Child Friendly", "Credit Cards Accepted", "Taxes Included"]
